Title,Publication Year,Image URL,Article Content,Article Description
"Mercedes 300 SL : un record de vitesse, mais à vélo (les voitures les plus rapides du monde)",2024,https://images.caradisiac.com/images/7/9/5/3/207953/S7-207953-795684.jpg,"Cest une injustice. Lune des plus légendaire sportive de tous les temps, la Mercedes 300 SL na jamais battu de record du monde de vitesse, du moins pas officiellement, et si elle y est parvenue, c'es… [+4428 chars]","Elle était, à son époque, la voiture de série la plus rapide au monde, sans pour autant que le record ne soit attesté. En revanche, le chef-d’œuvre aux portes papillons de l'étoile a participé à un autre exploit, dûment homologué : celui d'un cycliste qui a r…"
Chronique : Vierges- La folle histoire de la virginité - Vierges - La folle histoire de la virginité (Le Lombard),2024,https://www.bedetheque.com/media/Couvertures/Couv_491662.jpg,"V
 ierges - La folle histoire de la virginité souvre sur un récit autobiographique. Élise, la narratrice, remonte le cours des années et fixe les moments auxquels elle fut confrontée à un concept in… [+2835 chars]","Vierges - La folle histoire de la virginité s’ouvre sur un récit autobiographique. Élise, la narratrice, remonte le cours des années et fixe les moments auxquels elle fut confrontée à un concept inconnu, celui de la virginité. Celui-ci s’appliquant aussi bien…"
"Bois & Habitat, Bike Brussels ou le salon Hope : que faire ce week-end des 23 et 24 mars ?",2024,"https://www.lavenir.net/resizer/1jpJE--z3E5vRqxlSxpNWl_wCOY=/1200x630/filters:format(jpeg):focal(545x368:555x358):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/UFVD77VYQZHRHBUO5OR7E7I6TY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/KMMGBLRI5ZAKHCKGT6TBV2VOYQ.jpg","Pour construire ou rénover, aménager vos espaces de vie et vos extérieurs, le bois est le matériau de toutes les audaces, du confort et du bien-être. Ce week-end, il est à lhonneur à Bois &amp; Habit… [+3560 chars]","Faire un tour au salon Bois & Habitat, la vitrine grandeur nature de la filière bois, apprendre des astuces pour un quotidien plus durable ou plutôt découvrir les nouveautés vélo de Bike Brussels : la sélection des activités du week-end, par la rédaction du D…"
"La RAAL émerge en fin de partie face à Tirlemont (2-1) après un match compliqué et a désormais 7 points d'avance sur Lokeren, battu",2024,"https://www.dhnet.be/resizer/iixWTW94TrsSciZD6nusL9BNdB0=/1200x630/filters:format(jpeg):focal(2251x1505:2261x1495):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/NEQQDM4DKZALZK63GNRU7CB7S4.JPG","La RAAL ouvrait le score très vite via Vancamp qui, à la 9e, bien servi par Pau, croisait son envoi pour battre Bizimana.
La Louvière se montrait encore dangereuse à la 18e sur un essai de Bongiovan… [+1677 chars]","En supériorité numérique pendant quasi une mi-temps, les Loups ont dû attendre un penalty pour l'emporter. ..."
Les “vélautos” de plus en plus présents sur les routes belges : “Ceci n’est pas un vélo”,2024,"https://www.dhnet.be/resizer/nfxLZ62m28A6Mu0aL7OjoHBhyKQ=/1200x630/filters:format(jpeg):focal(1627x854:1637x844):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/KSYODHLMNBBMDA7B5YPJPTFVNY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/OR47ZZBRSJDHTH4ODXJN2CAZC4.jpg",Larticle 2.7 du Code de la Route précise que la piste cyclable désigne la partie de la voie publique réservée à la circulation des bicyclettes et des cyclomoteurs à deux roues classe A. Dans le dicti… [+6969 chars],Des citoyens appellent à légiférer pour redéfinir le poids et les dimensions maximaux des vélos. Vias estime qu’il faut surveiller l’évolution du phénomène mais indique aussi qu’il n’y a pas encore lieu de s’inquiéter. ...
Mont-Saint-Aubert : fête en poésie sur la colline,2024,"https://www.lavenir.net/resizer/Z88ip_B-QUUGgVpmWcSZ3pGvAgk=/1200x630/filters:format(jpeg):focal(1195x995:1205x985):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/UFVD77VYQZHRHBUO5OR7E7I6TY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/XZ2P3VBBYNHJ3KSV6ILVBUD524.jpg","Chemins croisés
Cest un petit garçon qui, le premier, a permis de révéler la nouvelle Rose des Vents, au milieu des pavés. Léandre Pontus est le fils de Ronan, président de lASBL Les Leongs TChus. C… [+2011 chars]","En présence du géant Alphonse, les autorités communales ont inauguré le réaménagement du sommet du mont. En musique et en poésie. ..."
Les femmes en force au cœur du peloton : le vélo comme vecteur d’émancipation,2024,https://www.lavenir.net/resizer/v2/SVBW5M3UW5BDFIW6UBB5KYRG5I.jpg?auth=73d08dd996cb28cd50fe7151f00d74c311c502a11377d99575b4627187c592aa&width=1200&height=630&quality=85&focal=550%2C366&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FUVYY255VT5BDBHOGCTGBCGI364.png%3A100%3A0%2C558,"Nous ne sommes bien sûr plus au début XXe, quand la bicyclette était considérée comme un accessoire masculin. Mais les freins à lutilisation du vélo restent plus forts chez les femmes. ""On identifie … [+5963 chars]","La Flèche wallonne mercredi, Liège-Bastogne-Liège dimanche, la semaine prochaine, le vélo sera roi. Avec chaque fois des épreuves féminines. Car la petite reine n’a jamais aussi bien porté son nom. ..."
Tram de Liège : un nouveau plan de stationnement pour le cœur historique,2024,"https://www.dhnet.be/resizer/NudQBW-cpyRXuh6-EnqJtP_9SgI=/1200x630/filters:format(jpeg):focal(2115x1421:2125x1411):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/KSYODHLMNBBMDA7B5YPJPTFVNY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/I5VMI4CSUJEATB4OTNIHLZX3U4.jpg","Ainsi, avec larrivée prochaine du Tram et pour assurer le bon déroulement de différentes fonctions (écoles, commerces, sites touristiques), la mobilité dans le quartier est entièrement repensée, ont … [+2080 chars]",Conséquence du vaste piétonnier créé entre les boulevards et la place des Déportés. ...
Les femmes en force au cœur du peloton : le vélo comme vecteur d’émancipation,2024,https://www.dhnet.be/resizer/v2/SVBW5M3UW5BDFIW6UBB5KYRG5I.jpg?auth=73d08dd996cb28cd50fe7151f00d74c311c502a11377d99575b4627187c592aa&width=1200&height=630&quality=85&focal=550%2C366&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"Nous ne sommes bien sûr plus au début XXe, quand la bicyclette était considérée comme un accessoire masculin. Mais les freins à lutilisation du vélo restent plus forts chez les femmes. ""On identifie … [+5963 chars]","La Flèche wallonne mercredi, Liège-Bastogne-Liège dimanche, la semaine prochaine, le vélo sera roi. Avec chaque fois des épreuves féminines. Car la petite reine n’a jamais aussi bien porté son nom. ..."
Tram de Liège : un nouveau plan de stationnement pour le cœur historique,2024,"https://www.lavenir.net/resizer/5ui5BtrHB52fEU6dNHgdZi3sTRc=/1200x630/filters:format(jpeg):focal(2115x1421:2125x1411):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/UFVD77VYQZHRHBUO5OR7E7I6TY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/I5VMI4CSUJEATB4OTNIHLZX3U4.jpg","Ainsi, avec larrivée prochaine du Tram et pour assurer le bon déroulement de différentes fonctions (écoles, commerces, sites touristiques), la mobilité dans le quartier est entièrement repensée, ont … [+2016 chars]",Conséquence du vaste piétonnier créé entre les boulevards et la place des Déportés. ...
"La poésie à l'honneur à Mont-Saint-Aubert : ""Tout le monde s’y est mis, pour arriver à quelque chose de très beau""(Photos)",2024,"https://www.dhnet.be/resizer/JPN-WwNVLqU1X6EeAOY5PRFfBmo=/1200x630/filters:format(jpeg):focal(1195x995:1205x985):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/KSYODHLMNBBMDA7B5YPJPTFVNY.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/XZ2P3VBBYNHJ3KSV6ILVBUD524.jpg","Chemins croisés
Cest un petit garçon qui, le premier, a permis de révéler la nouvelle Rose des Vents, au milieu des pavés. Léandre Pontus est le fils de Ronan, président de lASBL Les Leongs TChus. C… [+2011 chars]","En présence du géant Alphonse, les autorités communales ont inauguré le réaménagement du sommet du mont. En musique et en poésie. ..."
"Alpes-de-Haute-Provence. Le Vernet, Ganagobie et Peyroules, le mystère de trois enfants disparus",2024,https://cdn-s-www.ledauphine.com/images/007FFB92-D682-49F1-8144-09192DA3A2A0/FB1200/photo-1711618659.jpg,"La commune du Vernet accueille, ce jeudi 28 avril, une mise en situation pour tenter de répondre à cette question : où se trouve le petit Émile ? L'enfant a été aperçu pour la dernière fois le samedi… [+2886 chars]","En 1983, le petit Mathieu disparaissait à Peyroules. Puis, en 1989, Yannis à Ganagobie, un village situé à près de 60 km du Vernet, où le petit Émile a été vu pour la dernière fois en juillet 2023."
Un but de Champions League signé Rasquin pour couronner la saison d'Harre-Manhay,2024,https://www.lavenir.net/resizer/v2/SFN443YDMZC3JPQ6JQ7QMDXOQI.jpg?auth=537d1af5a98a161417eeacb140ad906aba239e8cbf3f5215413966935d55139d&width=1200&height=630&quality=85&focal=550%2C366&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FUVYY255VT5BDBHOGCTGBCGI364.png%3A100%3A0%2C558,"Après le coup denvoi, retardé de quelques secondes par les fumigènes craqués par les ultras dHarre-Manhay, la pression sinstalle sur les épaules des 22 joueurs. Les dix premières minutes du leader so… [+2532 chars]","Houffalize n'a fait douter Harre-Manhay que dix minutes samedi soir. Le penalty raté par Tom Paquet a évacué les doutes des futurs champions, qui ont inscrit par la suite un but exceptionnel. ..."
« Kim et les papys braqueurs » : Patricia Tourancheau et les bijoux de Kim Kardashian,2024,https://img.lemde.fr/2024/04/01/464/0/1366/910/1440/960/60/0/a6f6478_1711967295575-144760-couverture-hres-0.jpg,"Livre. Si le moindre solécisme en parlant vous irrite, passez hardiment votre chemin : le plaisant ouvrage dont il est ici question ne répugne pas à quelque verdeurs de langage, et tient moins des le… [+2705 chars]","La journaliste et documentariste retrace avec verve le cambriolage, à Paris, en octobre 2016, de la star de télé-réalité américaine."
"La Moskesstraat, une rue calme devenue icône de la Flèche brabançonne et…. autoroute à cycliste : “On en voit passer plus de 1 000 le dimanche !”",2024,https://www.lavenir.net/resizer/v2/VK3VSF2F3ZB3LFB4RDCVIB5WVE.jpg?auth=9c9c19d9ee92f7a1d1a60ef3b105876448480bb583ea77d58b8a5edefa76b88a&width=1200&height=630&quality=85&focal=2372%2C1581&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FUVYY255VT5BDBHOGCTGBCGI364.png%3A100%3A0%2C558,"Le Mondial 2021 comme projecteur : On ne pouvait pas sortir de chez nous
Encore inconnue au bataillon il y a quelques années, la bosse située à Terlanen a vu sa popularité grandir de manière exponen… [+4399 chars]","Symbole de la Flèche brabançonne, la Moskesstraat est passée, en quelques années, d’une rue pentue assez banale à une autoroute pour cyclistes. ..."
"En parcourant les rues de Frasnes-lez-Anvaing : Jardin extraordinaire, ZIT à Cordes, arceaux et PAV installés, cimetières engazonnés…",2024,https://www.lavenir.net/resizer/v2/DLAWKQD3DVAFDKAT47O25TH6LY.JPG?auth=f85b6cb25e7c71bc5885fe15e0219ae0a93fb5c8e24a003ca8cd95f83331393e&width=1200&height=630&quality=85&focal=2304%2C1536&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FUVYY255VT5BDBHOGCTGBCGI364.png%3A100%3A0%2C558,"Depuis quelques semaines, un véhicule sponsorisé par les commerçants locaux arpente les routes de Frasnes-lez-Anvaing. Ce véhicule est utilisé par les services communaux et plus particulièrement par … [+4404 chars]","Petit tour d’horizon des chantiers en cours, des actualités et de rendez-vous à ne pas rater… ..."
"La Moskesstraat, une rue calme devenue icône de la Flèche brabançonne et… autoroute à cycliste : “On en voit passer plus de 1 000 le dimanche !”",2024,https://www.dhnet.be/resizer/v2/VK3VSF2F3ZB3LFB4RDCVIB5WVE.jpg?auth=9c9c19d9ee92f7a1d1a60ef3b105876448480bb583ea77d58b8a5edefa76b88a&width=1200&height=630&quality=85&focal=2372%2C1581&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3WZLNJVGMFAQRHOXFC5ZVE3GU4.png%3A100%3A0%2C559,"Le Mondial 2021 comme projecteur : On ne pouvait pas sortir de chez nous
Encore inconnue au bataillon il y a quelques années, la bosse située à Terlanen a vu sa popularité grandir de manière exponen… [+4399 chars]","Symbole de la Flèche brabançonne, la Moskesstraat est passée, en quelques années, d’une rue pentue assez banale à une autoroute pour cyclistes. ..."
"Football (Dames) : Houyet toujours deuxième en P1, Loyers leader en IP",2024,https://www.lavenir.net/resizer/v2/P4RDO6LNDNBUZF2IMFQTYJQZBA.jpg?auth=e69524ae5306d21deb805045c80cb07721090c8229c0bd8c67dc86a220f07279&width=1200&height=630&quality=85&focal=373%2C249&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2FUVYY255VT5BDBHOGCTGBCGI364.png%3A100%3A0%2C558,"Loyers en tête : Loyers 3 - Sibret 1
Arbitre: Geerts.
Cartes jaunes: Laurent, Baudracco.
B uts: Lambert (1-0, 21e; 3-1, 92e), L. Bihain (1-1, 36e), Baudracco (2-1, 45e).
LOYERS: Katchynsky, Petit… [+4893 chars]","""Nous allons essayer de conserver notre place afin de terminer vice-champion"", précisait le T1 de Houyet Cédric Bayet en P1. En dames IP, lors qu’elles comptaient 2 points de retard sur le Femina Woluwe B avant la vingtième journée, les Loyersoises iront défi…"
Qui sauvera Sciences Po d’une nouvelle présidence trop politique ?,2024,https://atlantico-media.s3.eu-west-3.amazonaws.com/AFP_20240313_34_LH_8_HJ_v2_High_Res_France_Education_Assault_Women_61b8d1037a.jpg,"Atlantico : Selon le site L'Informé, l'ex-ministre de l'Education nationale Najat Vallaud-Belkacem ""pense à se positionner"" pour candidater à la tête de Sciences Po. Dautres noms circulent notamment … [+22581 chars]","Des personnalités politiques comme Najat Vallaud-Belkacem, Clément Beaune, Rima Abdul-Malak pourraient être candidats au poste de directeur de Sciences Po. Qui protégera Sciences Po de ces personnalités nettement engagées à gauche et dans une forme de progres…"
"Les seniors dans le sport (9/9), avec le cycliste Herman Derdin (82 ans) : “J’ai fait 37000 kilomètres en une saison !”",2024,"https://www.dhnet.be/resizer/aELff_rVQSSKQGDsxXC0jeyuCN4=/1200x630/filters:format(jpeg):focal(1462.5x1052:1472.5x1042):watermark(cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/6LJWAO74QZHR7KW5AX2LGSOHQQ.png,0,-0,0,100)/cloudfront-eu-central-1.images.arcpublishing.com/ipmgroup/D4NL7A3PHBG47HQWP7ZAETCQEY.jpg","Herman, quel est votre passé sportif ? Avez-vous toujours été cycliste ?
Non, pas du tout ! Jai découvert le vélo assez tardivement, à lapproche de la soixantaine. Jai joué au football de mes 14 à m… [+7890 chars]","Le Brabançon détient le record belge de l’Heure des plus de 80 ans avec 38,313km parcourus sur la piste de Heusden-Zolder. ..."
"La Moskesstraat, une rue calme devenue icône de la Flèche brabançonne et… autoroute à cycliste : “On en voit passer plus de 1 000 le dimanche !”",2024,https://www.lalibre.be/resizer/v2/VK3VSF2F3ZB3LFB4RDCVIB5WVE.jpg?auth=9c9c19d9ee92f7a1d1a60ef3b105876448480bb583ea77d58b8a5edefa76b88a&width=1200&height=630&quality=85&focal=2372%2C1581&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3R4IDPARFVEO3L2LC5OCCXQ5RM.png%3A100%3A0%2C557,"Le Mondial 2021 comme projecteur : On ne pouvait pas sortir de chez nous
Encore inconnue au bataillon il y a quelques années, la bosse située à Terlanen a vu sa popularité grandir de manière exponen… [+4309 chars]","Symbole de la Flèche brabançonne, la Moskesstraat est passée, en quelques années, d’une rue pentue assez banale à une autoroute pour cyclistes. ..."
Cette société va doubler sa production de vélos fabriqués en France,2024,https://img.20mn.fr/LWxQGgRwR2ifME1UbJKq8yk/1444x920_the-arcade-cycle-factory-where-bikes-for-bicycle-sharing-services-in-cities-worldwide-are-made-like-the-electric-bike-for-paris-velib-bicycle-sharing-service-la-roche-sur-yon-france-19-12-2017-chamussy-lcham024-credit-chamussy-sipa-1712201314,"Cétait impensable il y a encore quelques années. Dépouillées par la mondialisation de la production des vélos, les marques françaises avaient abandonné la fabrication dans lHexagone pour des méga usi… [+2304 chars]","En Vendée, l’entreprise Arcade Cycles a inauguré sa nouvelle usine à La Roche-sur-Yon pour faire face à la demande"
"Tramway, vélo, trains... Strasbourg, reine des mobilités écolos",2024,https://www.lexpress.fr/resizer/lP5IQuv9jpmQe9z8YeG3tQHkQI8=/1200x630/filters:focal(478x1035:488x1045)/cloudfront-eu-central-1.images.arcpublishing.com/lexpress/FNTLNGD7AVGSXGDS5527DBV7YY.jpg,"Cela devient une habitude Pionnière depuis des décennies en matière de mobilités durables, Strasbourg figure toujours parmi les meilleurs élèves dans cette discipline, tous types de transports confon… [+7140 chars]",Voilà trente ans que la préfecture du Bas-Rhin mise sur les transports alternatifs à la voiture. Et ce n’est pas fini : un périph pour vélos est en préparation !
"Avant Benfica-OM, Aubameyang fait son top 3 des buts qu'il a inscrits en Ligue Europa",2024,https://images.bfmtv.com/TSSw2C5TA1yhlD7WuD3Z4e8hh6Q=/0x0:2048x1152/images/Pierre-Emerick-Aubameyang-lors-d-OM-Nantes-le-10-mars-2024-1822572.jpg,"Avant d'affronter Benfica en quart de finale aller de Ligue Europa (ce jeudi à 21h), Pierre-Emerick Aubameyang s'est entretenu avec RMC Sport. Le Gabonais, meilleur buteur de l'histoire de la compéti… [+4203 chars]","Avant d'affronter Benfica en quart de finale aller de Ligue Europa (ce jeudi à 21h), Pierre-Emerick Aubameyang s'est entretenu avec RMC Sport. Le Gabonais, meilleur buteur de l'histoire de la compétition avec 33 buts inscrits, a sélectionné les trois plus bea…"
"Île-de-France : 130.000 places de parkings vélos d’ici 2030, dont 30.000 près des stations du Grand Paris",2024,https://img.20mn.fr/q5XWFbnZTK2OtWwn4WwSoA/1444x920_parking-velos-gare-rennes,"«Sortir 130.000 places de parkings vélos dici 2030. » La promesse est lancée par la présidente dÎle-de-France Mobilités (IDFM) Valérie Pécresse, qui était en visite jeudi sur le chantier du parking à… [+2204 chars]","« Cela nécessite que les villes nous donnent l'autorisation de construire sur leur espace public », a précisé Valérie Pécresse, fustigeant au passage la mairie de Paris"
"Transport : C’est officiel, à Paris, le vélo met l’auto dans le rétro",2024,https://img.20mn.fr/gtb0Oo-AQMiDndp2wtwIfik/1444x920_illustration-de-la-pratique-du-velo-a-paris-place-de-la-concorde-benayacheadil-sipa-04285-credit-adil-benayache-sipa-2310021528,"Cest un signe qui ne trompe pas, malgré la pluie et le temps grisâtre des dernières semaines : les pistes cyclables de la capitale ne désemplissent pas. Une impression visuelle confirmée par les comp… [+4196 chars]","Selon l'Institut Paris Région, la part des déplacements à vélo est également supérieure à celle de la voiture pour les déplacements entre la capitale et la petite couronne"
"""La vie est faite de défis"" : à 75 ans, il tente de battre un record du monde à vélo",2024,https://france3-regions.francetvinfo.fr/image/ygWRIiLxxMmzeOtmLsDbDhkR0P8/930x620/regions/2024/04/03/s-d-fi-d-un-cycliste-de-75-ans-record-sur-piste-00-00-40-24-660d4fd458166636191116.jpg,"Il n'y a pas d'âge pour se lancer des défis. À 75 ans, un habitant du Puy-en-Velay va tenter de battre le record du monde de vélo sur piste détenu par un Ubayen depuis 2022.
""Un vélo rouge sous le s… [+1416 chars]","Il n'y a pas d'âge pour se lancer des défis. À 75 ans, un habitant du Puy-en-Velay va tenter de battre le record du monde de vélo sur piste détenu par un Ubayen depuis 2022."
